Road,Name,LRP,Offset,Chainage,LRP_2,Offset_2,Chainage_2,(Km),Heavy Truck,Medium Truck,Small Truck,Large Bus,Medium Bus,Micro Bus,Utility,Car,Auto Rickshaw,Motor Cycle,Bi-Cycle,Cycle Rickshaw,Cart,Motorized,Non Motorized,Total AADT,(AADT),base_road,condition,lat,lon
N1-23L,Paduar Bazar Biswa Rd. R140 - Miabazar Z1046 (Left),LRP093,1090,91.583,LRP105,3631,105.879,14.296,294.0,5781.0,770.0,1356.0,307.0,516.0,257.0,732.0,1429.0,384.0,72.0,144.0,0.0,11826.0,216.0,12042.0,12042.0,N1,,,
N1-23R,Paduar Bazar Biswa Rd. R140 - Miabazar Z1046 (Right),LRP093,1090,91.583,LRP105,3631,105.879,14.296,321.0,5542.0,848.0,1306.0,321.0,522.0,282.0,825.0,1412.0,370.0,64.0,143.0,0.0,11749.0,207.0,11956.0,11956.0,N1,,,
,Mostapur Bridge,,,93.6,,,,,,,,,,,,,,,,,,,,,,N1,C,23.4119324230158,91.1939029849206
,MOSTAPUR RCC GIDER BRIDGE,,,93.6,,,,,,,,,,,,,,,,,,,,,,N1,B,23.4119324230158,91.1939029849206
,RAZAPARA RCC GIDER BRIDGE,,,97.257,,,,,,,,,,,,,,,,,,,,,,N1,A,23.3976518197887,91.2234221346859
,Matigara Bridge,,,97.257,,,,,,,,,,,,,,,,,,,,,,N1,C,23.3976518197887,91.2234221346859
,Suagazi Bridge.,,,100.938,,,,,,,,,,,,,,,,,,,,,,N1,A,23.3713647755,91.2450175414999
,SUAGAZI RCC GIDER BRIDGE,,,100.938,,,,,,,,,,,,,,,,,,,,,,N1,A,23.3713647755,91.2450175414999
,LAL BAG RCC GIDER BRIDGE,,,103.456,,,,,,,,,,,,,,,,,,,,,,N1,C,23.3521636774381,91.2572910746724
,Lalbag Bridge.,,,103.456,,,,,,,,,,,,,,,,,,,,,,N1,C,23.3521636774381,91.2572910746724
,CHANSIRI BOXCUIVERT,,,104.753,,,,,,,,,,,,,,,,,,,,,,N1,A,23.342671472,91.264485636
N1-24L,Miabazar Z1046 - Chauddagram(Int.with Z1045) (Left),LRP105,3631,105.879,LRP105,17450,119.698,13.819,294.0,5781.0,770.0,1356.0,307.0,516.0,257.0,732.0,1429.0,384.0,72.0,144.0,0.0,11826.0,216.0,12042.0,12042.0,N1,,,
N1-24R,Miabazar Z1046 - Chauddagram(Int.with Z1045) (Right),LRP105,3631,105.879,LRP105,17450,119.698,13.819,321.0,5542.0,848.0,1306.0,321.0,522.0,282.0,825.0,1412.0,370.0,64.0,143.0,0.0,11749.0,207.0,11956.0,11956.0,N1,,,
,MIABAZAR BOX CULVERT,,,106.519,,,,,,,,,,,,,,,,,,,,,,N1,A,23.3301462324,91.2748792824
,NOYA BAZER BOX CULVERT,,,108.125,,,,,,,,,,,,,,,,,,,,,,N1,A,23.3180696869138,91.2830867321701
,DOLL BARI CULVERT,,,109.289,,,,,,,,,,,,,,,,,,,,,,N1,B,23.3083612731261,91.2865787034735
,DHARMA PUR SLAB CULVERT,,,109.897,,,,,,,,,,,,,,,,,,,,,,N1,B,23.3034306450331,91.2889770397351
,LALGORE BEZER CULVERT,,,110.551,,,,,,,,,,,,,,,,,,,,,,N1,A,23.2979675271676,91.2910141369942
,SUPUYA BOX CULVERT,,,111.509,,,,,,,,,,,,,,,,,,,,,,N1,A,23.2897066386454,91.2929584711155
,BOWCHI BAZAR CULVERT,,,112.469,,,,,,,,,,,,,,,,,,,,,,N1,B,23.2821949258397,91.2966655096899
,AMAN GONG SLAB CULVERT,,,113.717,,,,,,,,,,,,,,,,,,,,,,N1,B,23.27301895,91.3029661882
,RANGAMATIA (1) BOX CULVERT,,,115.052,,,,,,,,,,,,,,,,,,,,,,N1,B,23.2618360940594,91.3070217386138
,RANGOWATIA 2 CULVERT,,,115.326,,,,,,,,,,,,,,,,,,,,,,N1,B,23.25941665,91.3073611
,NOWA PARA BOX CULVERT,,,115.525,,,,,,,,,,,,,,,,,,,,,,N1,B,23.2576429774881,91.3076156494075
,HARISHARDE CULVERT,,,116.074,,,,,,,,,,,,,,,,,,,,,,N1,B,23.2527463398104,91.3083926405213
,SONAGATI BOX CULVERT,,,117.087,,,,,,,,,,,,,,,,,,,,,,N1,B,23.2443915125925,91.3114032292592
,BALUJURI BOX CULVERT,,,117.269,,,,,,,,,,,,,,,,,,,,,,N1,B,23.2429040619631,91.3119739539877
,BALUZURI 2 CULVERT,,,117.627,,,,,,,,,,,,,,,,,,,,,,N1,A,23.2397920309669,91.3125740860465
,KALIR BAZAR BOX CULVERT,,,118.049,,,,,,,,,,,,,,,,,,,,,,N1,A,23.2360759516523,91.3129901976744
,KALIA BAZER BOC CULVERT,,,118.856,,,,,,,,,,,,,,,,,,,,,,N1,B,23.2289195919642,91.3134220678571
,CHAUDDAGARAM BOX CULVERT,,,119.19,,,,,,,,,,,,,,,,,,,,,,N1,B,23.2259184472573,91.3135697177215
,CHADDAGRAM BAZAR BOX CULVERT,,,119.628,,,,,,,,,,,,,,,,,,,,,,N1,A,23.2220338977777,91.3137005933333
N1-25L,Chauddagram(Int.with Z1045)-Md. Ali bazar (Int.with Z1031) (Left),LRP105,17450,119.698,LRP142,230,138.869,19.171,459.0,3515.0,726.0,761.0,304.0,688.0,251.0,508.0,929.0,324.0,33.0,121.0,0.0,8465.0,154.0,8619.0,8619.0,N1,,,
N1-25R,Chauddagram(Int.with Z1045)-Md. Ali bazar (Int.with Z1031) (Right),LRP105,17450,119.698,LRP142,230,138.869,19.171,398.0,3838.0,863.0,780.0,314.0,674.0,306.0,589.0,760.0,353.0,36.0,115.0,0.0,8875.0,151.0,9026.0,9026.0,N1,,,
,HAYDAR POLE BOX CULVERT,,,120.634,,,,,,,,,,,,,,,,,,,,,,N1,B,23.2131955721448,91.3153497403899
,FALGUNCORA CULVERT,,,121.567,,,,,,,,,,,,,,,,,,,,,,N1,A,23.2050386287937,91.3163167282749
,ATTOCK GRAM BOX CULVERT,,,122.603,,,,,,,,,,,,,,,,,,,,,,N1,A,23.1961887953757,91.3176705069364
,BOSONTA PUR BOX CULVERT,,,123.681,,,,,,,,,,,,,,,,,,,,,,N1,C,23.1874350254302,91.3209051317399
,BASHONTA PUR (2),,,124.346,,,,,,,,,,,,,,,,,,,,,,N1,B,23.1817958149837,91.3208787514658
,NANKORA BOX CULVERT,,,125.41,,,,,,,,,,,,,,,,,,,,,,N1,B,23.1726272318681,91.3205774642857
,ANDAJER BAZER BOX CULVERT,,,126.448,,,,,,,,,,,,,,,,,,,,,,N1,A,23.1635138669191,91.3215889464646
,DIMATOLI (1) BOX CULVERT,,,127.673,,,,,,,,,,,,,,,,,,,,,,N1,B,23.1527364949367,91.3243178772152
,DIMATOLY (2) BOX CULVERT,,,128.767,,,,,,,,,,,,,,,,,,,,,,N1,B,23.1436667679334,91.3266680470308
,JAGARNATHPUR BOX CULVERT,,,129.291,,,,,,,,,,,,,,,,,,,,,,N1,B,23.1389893200345,91.3263585348877
,JAGOT PUR BOX CULVERT,,,129.955,,,,,,,,,,,,,,,,,,,,,,N1,B,23.1332639685968,91.327546416481
,HASO BOTHACH BOX CULVERT,,,130.912,,,,,,,,,,,,,,,,,,,,,,N1,A,23.1252363577777,91.3303863688888
,FOKIR BAZAR SLAB CULVERT,,,131.577,,,,,,,,,,,,,,,,,,,,,,N1,B,23.1196973774193,91.3328165129032
,KAKKARA CULVERT,,,132.079,,,,,,,,,,,,,,,,,,,,,,N1,B,23.1158251554,91.335094485
,Chanara Box Culvert,,,133.155,,,,,,,,,,,,,,,,,,,,,,N1,A,23.1074284451388,91.3400495436111
,CHANGARPULL(II) BOX CULVERT,,,133.873,,,,,,,,,,,,,,,,,,,,,,N1,B,23.1017563206521,91.343162998913
,ADONCORA,,,134.426,,,,,,,,,,,,,,,,,,,,,,N1,B,23.0973512527272,91.3454956309091
,PODOYA BOX CULVERT,,,134.974,,,,,,,,,,,,,,,,,,,,,,N1,A,23.0930298369186,91.3478308386627
,FOEALTPARA BOX CULVERT,,,135.723,,,,,,,,,,,,,,,,,,,,,,N1,B,23.0870753710144,91.3512101492753
,UTTOR KAIEATI CULVERT,,,136.375,,,,,,,,,,,,,,,,,,,,,,N1,A,23.0819909531309,91.3541811474383
,KOKALI BOX CULVERT,,,136.899,,,,,,,,,,,,,,,,,,,,,,N1,B,23.0779647046997,91.3566005031331
,DUTHOSHA BOX CULVERT,,,137.856,,,,,,,,,,,,,,,,,,,,,,N1,B,23.070198184,91.3603022
N1-26L,Md. Ali bazar (Int.with Z1031)-Int.with Z1031 (Left),LRP142,230,138.869,LRP143,500,140.251,1.382,459.0,3515.0,726.0,761.0,304.0,688.0,251.0,508.0,929.0,324.0,33.0,121.0,0.0,8465.0,154.0,8619.0,8619.0,N1,,,
N1-26R,Md. Ali bazar (Int.with Z1031)-Int.with Z1031 (Right),LRP142,230,138.869,LRP143,500,140.251,1.382,398.0,3838.0,863.0,780.0,314.0,674.0,306.0,589.0,760.0,353.0,36.0,115.0,0.0,8875.0,151.0,9026.0,9026.0,N1,,,
,MOHAMMAD ALI MAZAR,,,138.953,,,,,,,,,,,,,,,,,,,,,,N1,B,23.0607473333333,91.3618624619047
N1-27L,Int.with Z1031 - Elahiganj (Feni) Z1030 (Left),LRP143,500,140.251,LRP146,240,143.034,2.783,626.0,4617.0,1156.0,1923.0,588.0,791.0,216.0,716.0,1212.0,331.0,92.0,228.0,0.0,12176.0,320.0,12496.0,12496.0,N1,,,
N1-27R,Int.with Z1031 - Elahiganj (Feni) Z1030 (Right),LRP143,500,140.251,LRP146,240,143.034,2.783,728.0,4991.0,1253.0,2234.0,667.0,1164.0,249.0,813.0,1676.0,426.0,148.0,235.0,0.0,14201.0,383.0,14584.0,14584.0,N1,,,
,FATAPUR BOX CULVERT,,,141.531,,,,,,,,,,,,,,,,,,,,,,N1,A,23.0379728055555,91.3656784724359
,DEBIPUR SLAB CULVERT,,,142.793,,,,,,,,,,,,,,,,,,,,,,N1,A,23.0269801170731,91.3655004839721
N1-28L,Elahiganj (Feni) Z1030- Feni (Int.with N104) (Left),LRP146,240,143.034,LRP147,1614,145.409,2.375,728.0,4991.0,1253.0,2234.0,667.0,1164.0,249.0,813.0,1676.0,426.0,148.0,235.0,0.0,14201.0,383.0,14584.0,14584.0,N1,,,
N1-28R,Elahiganj (Feni) Z1030- Feni (Int.with N104) (Right),LRP146,240,143.034,LRP147,1614,145.409,2.375,626.0,4617.0,1156.0,1923.0,588.0,791.0,216.0,716.0,1212.0,331.0,92.0,228.0,0.0,12176.0,320.0,12496.0,12496.0,N1,,,
,CHARIPUR CULVERT.,,,144.939,,,,,,,,,,,,,,,,,,,,,,N1,A,23.0124048410423,91.3779796149837
N1-29L,Feni (Int.with N104) - Feni Shahid Minar (Int.with Z1034) (Left),LRP147,1614,145.409,LRP152,448,149.289,3.880,355.0,5555.0,1533.0,1572.0,630.0,1141.0,285.0,980.0,1252.0,415.0,89.0,199.0,0.0,13718.0,288.0,14006.0,14006.0,N1,,,
N1-29R,Feni (Int.with N104) - Feni Shahid Minar (Int.with Z1034) (Right),LRP147,1614,145.409,LRP152,448,149.289,3.880,350.0,5976.0,1656.0,1618.0,669.0,1185.0,355.0,1071.0,1266.0,409.0,96.0,196.0,0.0,14555.0,292.0,14847.0,14847.0,N1,,,
,RAMPUR BOX CULVERT,,,147.296,,,,,,,,,,,,,,,,,,,,,,N1,A,22.999248756,91.3957752
,RAMPUR BRIDGE,,,148.151,,,,,,,,,,,,,,,,,,,,,,N1,A,22.9947280792802,91.4022894900763
,Rampur Bridge(L),,,148.151,,,,,,,,,,,,,,,,,,,,,,N1,B,22.9947280792802,91.4022894900763
,Rampur Bridge(R),,,148.174,,,,,,,,,,,,,,,,,,,,,,N1,A,22.9945936133042,91.4024539137404
,.,,,148.495,,,,,,,,,,,,,,,,,,,,,,N1,A,22.9927169359869,91.4047486961832
N1-30L,Feni Shahid Minar( Int.with Z1034)-Fazilpur (Z1081) (Left),LRP152,448,149.289,LRP160,738,157.685,8.396,393.0,4967.0,1201.0,1656.0,293.0,775.0,282.0,973.0,840.0,207.0,224.0,188.0,0.0,11587.0,412.0,11999.0,11999.0,N1,,,
N1-30R,Feni Shahid Minar( Int.with Z1034)-Fazilpur (Z1081) (Right),LRP152,448,149.289,LRP160,738,157.685,8.396,437.0,5132.0,981.0,1477.0,239.0,613.0,235.0,833.0,847.0,187.0,200.0,141.0,0.0,10981.0,341.0,11322.0,11322.0,N1,,,
,Lemua Bridge(L),,,153.843,,,,,,,,,,,,,,,,,,,,,,N1,C,22.9614487369369,91.4429962027027
,LAMUA BRIDGE,,,153.843,,,,,,,,,,,,,,,,,,,,,,N1,B,22.9614487369369,91.4429962027027
N1-31L,Fazilpur Z1081 - Muhuriganj Z1032 (Left),LRP160,738,157.685,LRP164,619,161.582,3.897,355.0,5555.0,1533.0,1572.0,630.0,1141.0,285.0,980.0,1252.0,415.0,89.0,199.0,0.0,13718.0,288.0,14006.0,14006.0,N1,,,
N1-31R,Fazilpur Z1081 - Muhuriganj Z1032 (Right),LRP160,738,157.685,LRP164,619,161.582,3.897,350.0,5976.0,1656.0,1618.0,669.0,1185.0,355.0,1071.0,1266.0,409.0,96.0,196.0,0.0,14555.0,292.0,14847.0,14847.0,N1,,,
,FAZAILPUR BOXCULVERT,,,158.031,,,,,,,,,,,,,,,,,,,,,,N1,A,22.9486038666666,91.4794993833333
,MUHURI BRIDGE,,,160.379,,,,,,,,,,,,,,,,,,,,,,N1,B,22.9496126090047,91.502066899526
,Muhuri Bridge(L),,,160.379,,,,,,,,,,,,,,,,,,,,,,N1,B,22.9496126090047,91.502066899526
N1-32L,Muhuriganj Z1032-Baraiyerhat R151 (Left),LRP164,619,161.582,LRP164,6720,167.683,6.101,366.0,3877.0,1050.0,1313.0,539.0,752.0,319.0,770.0,2247.0,371.0,109.0,251.0,0.0,11604.0,360.0,11964.0,11964.0,N1,,,
N1-32R,Muhuriganj Z1032-Baraiyerhat R151 (Right),LRP164,619,161.582,LRP164,6720,167.683,6.101,376.0,4095.0,978.0,1358.0,526.0,765.0,277.0,770.0,2304.0,292.0,75.0,282.0,0.0,11741.0,357.0,12098.0,12098.0,N1,,,
,DumGhat Bridge(L),,,165.183,,,,,,,,,,,,,,,,,,,,,,N1,A,22.9149647061403,91.5262895350877
,DHOOM GHAT PC GIRDER,,,165.183,,,,,,,,,,,,,,,,,,,,,,N1,B,22.9149647061403,91.5262895350877
,BUMGAT BOXCULVERT,,,165.825,,,,,,,,,,,,,,,,,,,,,,N1,A,22.9097128884012,91.5289285034482
,BOROYAR PARA SLUB CULVERT,,,166.479,,,,,,,,,,,,,,,,,,,,,,N1,A,22.9042462955223,91.5316297776119
N1-33L,Baraiyerhat R151- Mirersarai Z1021 (Left),LRP164,6720,167.683,LRP164,20501,181.464,13.781,366.0,3877.0,1050.0,1313.0,539.0,752.0,319.0,770.0,2247.0,371.0,109.0,251.0,0.0,11604.0,360.0,11964.0,11964.0,N1,,,
N1-33R,Baraiyerhat R151- Mirersarai Z1021 (Right),LRP164,6720,167.683,LRP164,20501,181.464,13.781,376.0,4095.0,978.0,1358.0,526.0,765.0,277.0,770.0,2304.0,292.0,75.0,282.0,0.0,11741.0,357.0,12098.0,12098.0,N1,,,
,BAROYARHAT BOX CULVERT,,,167.963,,,,,,,,,,,,,,,,,,,,,,N1,A,22.8916386,91.5354719
,UTTOR SONAPAR BOX CULVERT,,,169.933,,,,,,,,,,,,,,,,,,,,,,N1,A,22.8746986941176,91.5408836647058
,CHAIRMEN BARI BOX CULVERT,,,170.174,,,,,,,,,,,,,,,,,,,,,,N1,A,22.872722034892,91.5415958766187
,MADDAM SONAPAR(1) BOX CULVERT,,,170.725,,,,,,,,,,,,,,,,,,,,,,N1,A,22.8680563702127,91.5432963340425
,DHARBAR TILA CULVERT,,,171.554,,,,,,,,,,,,,,,,,,,,,,N1,A,22.8609876872509,91.5451551717131
,MADDUM SONAPHAR-3,,,171.728,,,,,,,,,,,,,,,,,,,,,,N1,A,22.8594847882591,91.5454799987854
,MAMAFOUN ASTANA CULVERT,,,172.122,,,,,,,,,,,,,,,,,,,,,,N1,A,22.8560565672727,91.5457188709091
,MAMAFAKIR ASTANA SLAB CULVERT,,,172.23,,,,,,,,,,,,,,,,,,,,,,N1,A,22.8551475327433,91.5458221849557
,MASTANNAGOR BONCUL(1),,,172.969,,,,,,,,,,,,,,,,,,,,,,N1,A,22.8486172764705,91.5463706117647
,MUSTAU NOGAR(2),,,173.35,,,,,,,,,,,,,,,,,,,,,,N1,A,22.8453914894736,91.5474689210526
,MASTARI HAGOR 3 CULVERT,,,173.585,,,,,,,,,,,,,,,,,,,,,,N1,A,22.8434551375,91.54814955625
,MUSTAN NAGAR -4,,,173.859,,,,,,,,,,,,,,,,,,,,,,N1,A,22.8410943334277,91.5488096951841
,RAIPUR BOX CUL-1,,,174.804,,,,,,,,,,,,,,,,,,,,,,N1,A,22.8327467692419,91.5501035014577
,RAIPUR (2) BOX CULVERT,,,175.013,,,,,,,,,,,,,,,,,,,,,,N1,A,22.8309613422018,91.5505028545871
,PURPU DURGAPURE BOX CUL,,,175.785,,,,,,,,,,,,,,,,,,,,,,N1,C,22.8243706577981,91.5526915454128
,MUCHIPOOL CULVERT,,,177.247,,,,,,,,,,,,,,,,,,,,,,N1,B,22.811563437647,91.5562562129411
,MIRSARAI BOX CUL,,,179.363,,,,,,,,,,,,,,,,,,,,,,N1,A,22.7941813523326,91.5629612622718
,MIRAISORI BRIDGE,,,180.85,,,,,,,,,,,,,,,,,,,,,,N1,B,22.7821968918511,91.5691025661971
N1-34L,Mirersarai Z1021 - Baroirdala Z1086 (Left),LRP164,20501,181.464,LRP197,1120,194.603,13.139,366.0,3877.0,1050.0,1313.0,539.0,752.0,319.0,770.0,2247.0,371.0,109.0,251.0,0.0,11604.0,360.0,11964.0,11964.0,N1,,,
N1-34R,Mirersarai Z1021 - Baroirdala Z1086 (Right),LRP164,20501,181.464,LRP197,1120,194.603,13.139,376.0,4095.0,978.0,1358.0,526.0,765.0,277.0,770.0,2304.0,292.0,75.0,282.0,0.0,11741.0,357.0,12098.0,12098.0,N1,,,
,Mirsorai(2) box culvert,,,181.825,,,,,,,,,,,,,,,,,,,,,,N1,A,22.774197092,91.5728737519999
,IANAINIPOL BOX CULVERT.,,,182.318,,,,,,,,,,,,,,,,,,,,,,N1,A,22.770251666098,91.5750905211087
,BOKIMTOLA BOX CULVERT,,,183.296,,,,,,,,,,,,,,,,,,,,,,N1,A,22.7630626913907,91.5804538821192
,VARTAKA BOX CULVERT,,,184.654,,,,,,,,,,,,,,,,,,,,,,N1,A,22.7535653245121,91.5886004236585
,VARTAGIA BOX CULVERT,,,185.058,,,,,,,,,,,,,,,,,,,,,,N1,A,22.7506393495689,91.5908840370689
,BOTHAGIA (-3) BOX CULVERT,,,185.842,,,,,,,,,,,,,,,,,,,,,,N1,B,22.7445136523437,91.5943998915364
,NIAZAMPUR BOX CULVERT,,,188.35,,,,,,,,,,,,,,,,,,,,,,N1,A,22.723316755473,91.6024331404452
,MIRJAPUR BOX CULVERT,,,189.058,,,,,,,,,,,,,,,,,,,,,,N1,A,22.7178243865384,91.6057623307692
,MIRZAPUR (2) BOX CULVERT,,,189.13,,,,,,,,,,,,,,,,,,,,,,N1,A,22.7172707342307,91.6061084846153
,ISAMATI BOX CULVERT,,,189.58,,,,,,,,,,,,,,,,,,,,,,N1,C,22.7138727382812,91.6082352218749
,DUKHIN UTHPAR BOX CULVERT,,,191.107,,,,,,,,,,,,,,,,,,,,,,N1,A,22.701816503937,91.6149734608923
,VANGGARPOL BOX CULVERT,,,192.408,,,,,,,,,,,,,,,,,,,,,,N1,A,22.6912517148148,91.6201690574074
,BORO KAMALDA BOX CULVERT,,,192.95,,,,,,,,,,,,,,,,,,,,,,N1,A,22.6868697647058,91.6220385823529
,TARAT BOX CULVERT,,,194.149,,,,,,,,,,,,,,,,,,,,,,N1,A,22.6769772991044,91.6268169453731
N1-35L,Baroirdala Z1086- Barabkunda Z1087 (Left),LRP197,1120,194.603,LRP209,486,206.402,11.799,986.0,5219.0,1000.0,1499.0,561.0,881.0,230.0,831.0,2864.0,451.0,93.0,288.0,0.0,14522.0,381.0,14903.0,14903.0,N1,,,
N1-35R,Baroirdala Z1086- Barabkunda Z1087 (Right),LRP197,1120,194.603,LRP209,486,206.402,11.799,1217.0,5230.0,1456.0,1648.0,654.0,843.0,247.0,775.0,2735.0,415.0,109.0,350.0,0.0,15220.0,459.0,15679.0,15679.0,N1,,,
,Tarial Bazar Culvert,,,194.998,,,,,,,,,,,,,,,,,,,,,,N1,A,22.6699594391304,91.6293531695652
,MIRJA PUR (3) BOX CULVERT,,,195.501,,,,,,,,,,,,,,,,,,,,,,N1,A,22.6657838981081,91.6311293581081
,SATU DURUAR HAT BOX CULVERT,,,196.038,,,,,,,,,,,,,,,,,,,,,,N1,A,22.6615956814814,91.6335257425926
,RONA SORA CULVERT,,,196.925,,,,,,,,,,,,,,,,,,,,,,N1,A,22.6547124294117,91.6379261764705
,NUNA CHARA BOX CULVERT,,,197.39,,,,,,,,,,,,,,,,,,,,,,N1,A,22.6510709547445,91.6400341194647
,BOTTOL BOX CULVERT,,,197.846,,,,,,,,,,,,,,,,,,,,,,N1,A,22.6474561112311,91.6419171170626
,KACHAI PATH BOX CULVERT,,,199.279,,,,,,,,,,,,,,,,,,,,,,N1,A,22.636096590965,91.648209240657
,KACHAI POTTI BOX CULVERT,,,199.502,,,,,,,,,,,,,,,,,,,,,,N1,A,22.6343285718685,91.6492077265913
,EGOL PUR BOX CULVERT,,,200.277,,,,,,,,,,,,,,,,,,,,,,N1,A,22.6281666352941,91.6527578258312
,UTTOR SITAKONDO BAZAR BOX CULVERT,,,200.575,,,,,,,,,,,,,,,,,,,,,,N1,B,22.6258323373493,91.6541857554217
,SITAKUNDA SLAB,,,200.918,,,,,,,,,,,,,,,,,,,,,,N1,A,22.6230461711711,91.6554672531531
,MOHADAB PUR BOX CULVERT,,,201.52,,,,,,,,,,,,,,,,,,,,,,N1,A,22.6177563490118,91.6580589438735
,PURBOMOHADAB PUR SLAB CULVERT(L),,,201.999,,,,,,,,,,,,,,,,,,,,,,N1,A,22.6149899686274,91.6602670503268
,DULAHAJRA(R),,,201.999,,,,,,,,,,,,,,,,,,,,,,N1,A,22.6149899686274,91.6602670503268
,MADICAL MORE CULVERT,,,202.435,,,,,,,,,,,,,,,,,,,,,,N1,A,22.6117556741935,91.6625686731182
,DOKHIN MOHADEB PUR BOX CULVERT,,,203.457,,,,,,,,,,,,,,,,,,,,,,N1,A,22.6038394411764,91.6673745588235
,KALIAVA BOX CULVERT,,,203.651,,,,,,,,,,,,,,,,,,,,,,N1,B,22.6023506949579,91.6683367336134
,SKM BOX CULVERT(1),,,204.342,,,,,,,,,,,,,,,,,,,,,,N1,B,22.5971665766519,91.671819207489
,HATILOTA BOX CULVERT,,,204.765,,,,,,,,,,,,,,,,,,,,,,N1,A,22.5938881803921,91.6738889367647
,BAROCONDO BRIDGE,,,205.615,,,,,,,,,,,,,,,,,,,,,,N1,C,22.5870350167767,91.6770444686922
,BAROGINDO CULVERT,,,206.3,,,,,,,,,,,,,,,,,,,,,,N1,A,22.5815086746355,91.6795390413994
N1-36L,Barabkunda Z1087-Fouzderhat Z1016 (Left),LRP209,486,206.402,LRP225,6400,228.406,22.004,986.0,5219.0,1000.0,1499.0,561.0,881.0,230.0,831.0,2864.0,451.0,93.0,288.0,0.0,14522.0,381.0,14903.0,14903.0,N1,,,
N1-36R,Barabkunda Z1087-Fouzderhat Z1016 (Right),LRP209,486,206.402,LRP225,6400,228.406,22.004,1217.0,5230.0,1456.0,1648.0,654.0,843.0,247.0,775.0,2735.0,415.0,109.0,350.0,0.0,15220.0,459.0,15679.0,15679.0,N1,,,
,BARO-CUNDHOW BOX CULVERT,,,206.866,,,,,,,,,,,,,,,,,,,,,,N1,A,22.5767930229508,91.68162274153
,PHPMORE BON CULVERT,,,207.64,,,,,,,,,,,,,,,,,,,,,,N1,A,22.5702905930578,91.6840096656198
,CHARA KANDI BOX CULVERT,,,207.913,,,,,,,,,,,,,,,,,,,,,,N1,A,22.5679968064462,91.6846866604958
,R. R TEXTAIL BOX CULVERT,,,208.1,,,,,,,,,,,,,,,,,,,,,,N1,A,22.5664212916363,91.6851826636363
,OHIDPUR BOX CULVERT,,,209.024,,,,,,,,,,,,,,,,,,,,,,N1,A,22.5585210862619,91.687506242492
,BARSH BARIA BRIDGE,,,209.514,,,,,,,,,,,,,,,,,,,,,,N1,B,22.5543319776357,91.6887963149094
,SOUTH BALSH KHALI BOX CULVERT,,,210.476,,,,,,,,,,,,,,,,,,,,,,N1,A,22.5467727210909,91.6926260603636
,DOKHIN BASH-KHALI BOX CULVERT,,,210.776,,,,,,,,,,,,,,,,,,,,,,N1,A,22.5444897756363,91.6941310785454
,SOTTANA MONDIR CULVERT,,,211.433,,,,,,,,,,,,,,,,,,,,,,N1,A,22.5390300234693,91.6965452744898
,GULAM JUTE MILE BOX CULVERT,,,212.483,,,,,,,,,,,,,,,,,,,,,,N1,A,22.5303678038461,91.7004641228571
,KYSTELGATE ARCH,,,213.386,,,,,,,,,,,,,,,,,,,,,,N1,B,22.5229359167189,91.7038366163009
,Chotokumir Bridge,,,214.807,,,,,,,,,,,,,,,,,,,,,,N1,A,22.5113471164122,91.7087907889313
,BORO KUMIRA BRIDGE,,,214.807,,,,,,,,,,,,,,,,,,,,,,N1,C,22.5113471164122,91.7087907889313
,ROYL CIMINT GATE CULVETRT,,,215.467,,,,,,,,,,,,,,,,,,,,,,N1,A,22.5060220437735,91.7112848218867
,GORA MARA RCC GIRDER BRIDGE,,,216.196,,,,,,,,,,,,,,,,,,,,,,N1,A,22.5000858335766,91.7141504905109
,GORA MARI BOX CULVERT,,,217.377,,,,,,,,,,,,,,,,,,,,,,N1,B,22.4904405976324,91.7182726733934
,BARAOWLLA BOX CULVERT,,,217.942,,,,,,,,,,,,,,,,,,,,,,N1,A,22.4855480068965,91.7195309517241
,MUDDO SONAISORI BRIDGE,,,218.441,,,,,,,,,,,,,,,,,,,,,,N1,B,22.4811642144766,91.7203633632516
,Baro Aulia,,,218.441,,,,,,,,,,,,,,,,,,,,,,N1,D,22.4811642144766,91.7203633632516
,HATIBORI BOX CULVERT,,,219.427,,,,,,,,,,,,,,,,,,,,,,N1,A,22.4728530893544,91.7232633541336
,SHLAKHAR PAD BRIDGE,,,220.725,,,,,,,,,,,,,,,,,,,,,,N1,B,22.4624386352,91.7285307
,Modonhat Bridge,,,220.725,,,,,,,,,,,,,,,,,,,,,,N1,D,22.4624386352,91.7285307
,KODOM RASUL BOX CULVERT,,,222.357,,,,,,,,,,,,,,,,,,,,,,N1,A,22.4488628503871,91.7342823894358
,SALAKHARPAD BRIDGE,,,222.687,,,,,,,,,,,,,,,,,,,,,,N1,C,22.4460793332411,91.7353674287057
,HASNA BAD BOX CULVERT,,,223.743,,,,,,,,,,,,,,,,,,,,,,N1,A,22.4375035216216,91.7386659473513
,VATERIE BRIDGE,,,224.053,,,,,,,,,,,,,,,,,,,,,,N1,A,22.4350737918918,91.7396527192432
,DHAMAKHALI BRIDGE,,,225.702,,,,,,,,,,,,,,,,,,,,,,N1,B,22.4220415536,91.7480209792
,VATIARI CULVERT,,,228.029,,,,,,,,,,,,,,,,,,,,,,N1,A,22.4030145445,91.75657411625
